ncm,capitulo,marca_aec,res_1_2022_agosto,res_26_2022_octubre,entrada,salida
5112.11.00,51,,si,si,2022-08-25,2023-12-27
5112.19.10,51,,si,si,2022-08-25,2023-12-27
5112.19.20,51,,si,si,2022-08-25,2023-12-27
5112.20.10,51,,si,si,2022-08-25,2023-12-27
5112.20.20,51,,si,si,2022-08-25,2023-12-27
5112.30.10,51,,si,si,2022-08-25,2023-12-27
5112.30.20,51,,no,si,2022-10-04,2023-12-27
5112.90.00,51,,si,si,2022-08-25,2023-12-27
5113.00.11,51,,no,si,2022-10-04,2023-12-27
5113.00.12,51,,no,si,2022-10-04,2023-12-27
5113.00.13,51,,no,si,2022-10-04,2023-12-27
5113.00.20,51,,no,si,2022-10-04,2023-12-27
5201.00.10,52,,no,si,2022-10-04,2023-12-27
5201.00.20,52,,si,si,2022-08-25,2023-12-27
5201.00.90,52,,no,si,2022-10-04,2023-12-27
5204.11.11,52,,no,si,2022-10-04,2023-12-27
5204.11.12,52,,no,si,2022-10-04,2023-12-27
5204.11.20,52,,no,si,2022-10-04,2023-12-27
5204.11.31,52,,no,si,2022-10-04,2023-12-27
5204.11.32,52,,no,si,2022-10-04,2023-12-27
5204.11.40,52,,no,si,2022-10-04,2023-12-27
5204.19.11,52,,no,si,2022-10-04,2023-12-27
5204.19.12,52,,no,si,2022-10-04,2023-12-27
5204.19.20,52,,no,si,2022-10-04,2023-12-27
5204.19.31,52,,no,si,2022-10-04,2023-12-27
5204.19.32,52,,no,si,2022-10-04,2023-12-27
5204.19.40,52,,no,si,2022-10-04,2023-12-27
5204.20.00,52,,no,si,2022-10-04,2023-12-27
5205.11.00,52,,si,si,2022-08-25,2023-12-27
5205.12.00,52,,si,si,2022-08-25,2023-12-27
5205.13.10,52,,si,si,2022-08-25,2023-12-27
5205.13.90,52,,no,si,2022-10-04,2023-12-27
5205.14.00,52,,no,si,2022-10-04,2023-12-27
5205.15.00,52,,no,si,2022-10-04,2023-12-27
5205.21.00,52,,no,si,2022-10-04,2023-12-27
5205.22.00,52,,si,si,2022-08-25,2023-12-27
5205.23.10,52,,si,si,2022-08-25,2023-12-27
5205.23.90,52,,si,si,2022-08-25,2023-12-27
5205.24.00,52,,si,si,2022-08-25,2023-12-27
5205.26.00,52,,no,si,2022-10-04,2023-12-27
5205.27.00,52,,no,si,2022-10-04,2023-12-27
5205.28.00,52,,no,si,2022-10-04,2023-12-27
5205.31.00,52,,no,si,2022-10-04,2023-12-27
5205.32.00,52,,no,si,2022-10-04,2023-12-27
5205.33.00,52,,no,si,2022-10-04,2023-12-27
5205.34.00,52,,no,si,2022-10-04,2023-12-27
5205.35.00,52,,no,si,2022-10-04,2023-12-27
5205.41.00,52,,no,si,2022-10-04,2023-12-27
5205.42.00,52,,no,si,2022-10-04,2023-12-27
5205.43.00,52,,no,si,2022-10-04,2023-12-27
5205.44.00,52,,no,si,2022-10-04,2023-12-27
5205.46.00,52,,no,si,2022-10-04,2023-12-27
5205.47.00,52,,no,si,2022-10-04,2023-12-27
5205.48.00,52,,no,si,2022-10-04,2023-12-27
5206.11.00,52,,no,si,2022-10-04,2023-12-27
5206.12.00,52,,no,si,2022-10-04,2023-12-27
5206.13.00,52,,no,si,2022-10-04,2023-12-27
5206.14.00,52,,no,si,2022-10-04,2023-12-27
5206.15.00,52,,no,si,2022-10-04,2023-12-27
5206.21.00,52,,no,si,2022-10-04,2023-12-27
5206.22.00,52,,no,si,2022-10-04,2023-12-27
5206.23.00,52,,no,si,2022-10-04,2023-12-27
5206.24.00,52,,si,si,2022-08-25,2023-12-27
5206.25.00,52,,no,si,2022-10-04,2023-12-27
5206.31.00,52,,no,si,2022-10-04,2023-12-27
5206.32.00,52,,no,si,2022-10-04,2023-12-27
5206.33.00,52,,no,si,2022-10-04,2023-12-27
5206.34.00,52,,no,si,2022-10-04,2023-12-27
5206.35.00,52,,no,si,2022-10-04,2023-12-27
5206.41.00,52,,no,si,2022-10-04,2023-12-27
5206.42.00,52,,no,si,2022-10-04,2023-12-27
5206.43.00,52,,no,si,2022-10-04,2023-12-27
5206.44.00,52,,no,si,2022-10-04,2023-12-27
5206.45.00,52,,no,si,2022-10-04,2023-12-27
5207.10.00,52,,no,si,2022-10-04,2023-12-27
5207.90.00,52,,no,si,2022-10-04,2023-12-27
5208.11.00,52,,no,si,2022-10-04,2023-12-27
5208.12.00,52,,si,si,2022-08-25,2023-12-27
5208.13.00,52,,si,si,2022-08-25,2023-12-27
5208.19.00,52,,si,si,2022-08-25,2023-12-27
5208.21.00,52,,si,si,2022-08-25,2023-12-27
5208.22.00,52,,si,si,2022-08-25,2023-12-27
5208.23.00,52,,si,si,2022-08-25,2023-12-27
5208.29.00,52,,si,si,2022-08-25,2023-12-27
5208.31.00,52,,si,si,2022-08-25,2023-12-27
5208.32.00,52,,si,si,2022-08-25,2023-12-27
5208.33.00,52,,si,si,2022-08-25,2023-12-27
5208.39.00,52,,si,si,2022-08-25,2023-12-27
5208.41.00,52,,si,si,2022-08-25,2023-12-27
5208.42.00,52,,si,si,2022-08-25,2023-12-27
5208.43.00,52,,si,si,2022-08-25,2023-12-27
5208.49.00,52,,si,si,2022-08-25,2023-12-27
5208.51.00,52,,si,si,2022-08-25,2023-12-27
5208.52.00,52,,si,si,2022-08-25,2023-12-27
5208.59.10,52,,si,si,2022-08-25,2023-12-27
5208.59.90,52,,si,si,2022-08-25,2023-12-27
5209.11.00,52,,si,si,2022-08-25,2023-12-27
5209.12.00,52,,si,si,2022-08-25,2023-12-27
5209.19.00,52,,si,si,2022-08-25,2023-12-27
5209.21.00,52,,si,si,2022-08-25,2023-12-27
5209.22.00,52,,si,si,2022-08-25,2023-12-27
5209.29.00,52,,si,si,2022-08-25,2023-12-27
5209.31.00,52,,si,si,2022-08-25,2023-12-27
5209.32.00,52,,si,si,2022-08-25,2023-12-27
5209.39.00,52,,si,si,2022-08-25,2023-12-27
5209.41.00,52,,si,si,2022-08-25,2023-12-27
5209.42.10,52,,si,si,2022-08-25,2023-12-27
5209.42.90,52,,si,si,2022-08-25,2023-12-27
5209.43.00,52,,si,si,2022-08-25,2023-12-27
5209.49.00,52,,si,si,2022-08-25,2023-12-27
5209.51.00,52,,si,si,2022-08-25,2023-12-27
5209.52.00,52,,si,si,2022-08-25,2023-12-27
5209.59.00,52,,si,si,2022-08-25,2023-12-27
5210.11.00,52,,si,si,2022-08-25,2023-12-27
5210.19.10,52,,si,si,2022-08-25,2023-12-27
5210.19.90,52,,si,si,2022-08-25,2023-12-27
5210.21.00,52,,si,si,2022-08-25,2023-12-27
5210.29.10,52,,si,si,2022-08-25,2023-12-27
5210.29.90,52,,si,si,2022-08-25,2023-12-27
5210.31.00,52,,si,si,2022-08-25,2023-12-27
5210.32.00,52,,si,si,2022-08-25,2023-12-27
5210.39.00,52,,si,si,2022-08-25,2023-12-27
5210.41.00,52,,si,si,2022-08-25,2023-12-27
5210.49.10,52,,si,si,2022-08-25,2023-12-27
5210.49.90,52,,si,si,2022-08-25,2023-12-27
5210.51.00,52,,si,si,2022-08-25,2023-12-27
5210.59.10,52,,si,si,2022-08-25,2023-12-27
5210.59.90,52,,si,si,2022-08-25,2023-12-27
5211.11.00,52,,si,si,2022-08-25,2023-12-27
5211.12.00,52,,si,si,2022-08-25,2023-12-27
5211.19.00,52,,si,si,2022-08-25,2023-12-27
5211.20.10,52,,si,si,2022-08-25,2023-12-27
5211.20.20,52,,si,si,2022-08-25,2023-12-27
5211.20.90,52,,si,si,2022-08-25,2023-12-27
5211.31.00,52,,si,si,2022-08-25,2023-12-27
5211.32.00,52,,si,si,2022-08-25,2023-12-27
5211.39.00,52,,si,si,2022-08-25,2023-12-27
5211.41.00,52,,si,si,2022-08-25,2023-12-27
5211.42.10,52,,si,si,2022-08-25,2023-12-27
5211.42.90,52,,si,si,2022-08-25,2023-12-27
5211.43.00,52,,si,si,2022-08-25,2023-12-27
5211.49.00,52,,si,si,2022-08-25,2023-12-27
5211.51.00,52,,si,si,2022-08-25,2023-12-27
5211.52.00,52,,si,si,2022-08-25,2023-12-27
5211.59.00,52,,si,si,2022-08-25,2023-12-27
5212.11.00,52,,si,si,2022-08-25,2023-12-27
5212.12.00,52,,si,si,2022-08-25,2023-12-27
5212.13.00,52,,si,si,2022-08-25,2023-12-27
5212.14.00,52,,si,si,2022-08-25,2023-12-27
5212.15.00,52,,si,si,2022-08-25,2023-12-27
5212.21.00,52,,si,si,2022-08-25,2023-12-27
5212.22.00,52,,si,si,2022-08-25,2023-12-27
5212.23.00,52,,si,si,2022-08-25,2023-12-27
5212.24.00,52,,si,si,2022-08-25,2023-12-27
5212.25.00,52,,si,si,2022-08-25,2023-12-27
5306.10.00,53,,no,si,2022-10-04,2023-12-27
5306.20.00,53,,no,si,2022-10-04,2023-12-27
5307.10.10,53,,no,si,2022-10-04,2023-12-27
5307.10.90,53,,no,si,2022-10-04,2023-12-27
5307.20.10,53,,no,si,2022-10-04,2023-12-27
5307.20.90,53,,no,si,2022-10-04,2023-12-27
5308.10.00,53,,no,si,2022-10-04,2023-12-27
5308.20.00,53,,no,si,2022-10-04,2023-12-27
5308.90.00,53,,no,si,2022-10-04,2023-12-27
5309.11.00,53,,no,si,2022-10-04,2023-12-27
5309.19.00,53,,no,si,2022-10-04,2023-12-27
5309.21.00,53,,no,si,2022-10-04,2023-12-27
5309.29.00,53,,no,si,2022-10-04,2023-12-27
5310.10.10,53,,no,si,2022-10-04,2023-12-27
5310.10.90,53,,no,si,2022-10-04,2023-12-27
5310.90.00,53,,no,si,2022-10-04,2023-12-27
5311.00.00,53,,no,si,2022-10-04,2023-12-27
5401.10.11,54,,no,si,2022-10-04,2023-12-27
5401.10.12,54,,no,si,2022-10-04,2023-12-27
5401.10.90,54,,no,si,2022-10-04,2023-12-27
5401.20.11,54,,no,si,2022-10-04,2023-12-27
5401.20.12,54,,no,si,2022-10-04,2023-12-27
5401.20.90,54,,no,si,2022-10-04,2023-12-27
5402.11.00,54,,no,si,2022-10-04,2023-12-27
5402.19.10,54,,si,si,2022-08-25,2023-12-27
5402.19.90,54,,no,si,2022-10-04,2023-12-27
5402.20.00,54,,no,si,2022-10-04,2023-12-27
5402.31.11,54,,si,si,2022-08-25,2023-12-27
5402.31.19,54,,si,si,2022-08-25,2023-12-27
5402.31.90,54,,si,si,2022-08-25,2023-12-27
5402.32.11,54,,no,si,2022-10-04,2023-12-27
5402.32.19,54,,no,si,2022-10-04,2023-12-27
5402.32.90,54,,no,si,2022-10-04,2023-12-27
5402.33.10,54,,si,si,2022-08-25,2023-12-27
5402.33.20,54,,si,si,2022-08-25,2023-12-27
5402.33.90,54,,si,si,2022-08-25,2023-12-27
5402.34.00,54,,no,si,2022-10-04,2023-12-27
5402.39.00,54,,no,si,2022-10-04,2023-12-27
5402.44.00,54,,no,si,2022-10-04,2023-12-27
5402.45.10,54,,no,si,2022-10-04,2023-12-27
5402.45.20,54,,no,si,2022-10-04,2023-12-27
5402.45.90,54,,no,si,2022-10-04,2023-12-27
5402.46.00,54,,no,si,2022-10-04,2023-12-27
5402.47.10,54,,no,si,2022-10-04,2023-12-27
5402.47.20,54,,no,si,2022-10-04,2023-12-27
5402.47.90,54,,no,si,2022-10-04,2023-12-27
5402.48.00,54,,no,si,2022-10-04,2023-12-27
5402.49.10,54,,no,si,2022-10-04,2023-12-27
5402.49.90,54,,no,si,2022-10-04,2023-12-27
5402.51.10,54,,no,si,2022-10-04,2023-12-27
5402.51.90,54,,no,si,2022-10-04,2023-12-27
5402.52.00,54,,no,si,2022-10-04,2023-12-27
5402.53.00,54,,no,si,2022-10-04,2023-12-27
5402.59.00,54,,no,si,2022-10-04,2023-12-27
5402.61.10,54,,no,si,2022-10-04,2023-12-27
5402.61.90,54,,no,si,2022-10-04,2023-12-27
5402.62.00,54,,no,si,2022-10-04,2023-12-27
5402.63.00,54,,no,si,2022-10-04,2023-12-27
5402.69.00,54,,no,si,2022-10-04,2023-12-27
5403.10.00,54,,no,si,2022-10-04,2023-12-27
5403.31.10,54,,no,si,2022-10-04,2023-12-27
5403.31.90,54,,no,si,2022-10-04,2023-12-27
5403.32.00,54,,no,si,2022-10-04,2023-12-27
5403.33.00,54,,no,si,2022-10-04,2023-12-27
5403.39.00,54,,no,si,2022-10-04,2023-12-27
5403.41.00,54,,no,si,2022-10-04,2023-12-27
5403.42.00,54,,no,si,2022-10-04,2023-12-27
5403.49.00,54,,no,si,2022-10-04,2023-12-27
5404.11.00,54,,no,si,2022-10-04,2023-12-27
5404.12.00,54,,no,si,2022-10-04,2023-12-27
5404.19.11,54,,no,si,2022-10-04,2023-12-27
5404.19.19,54,,no,si,2022-10-04,2023-12-27
5404.19.90,54,,no,si,2022-10-04,2023-12-27
5404.90.00,54,,no,si,2022-10-04,2023-12-27
5405.00.00,54,,no,si,2022-10-04,2023-12-27
5406.00.10,54,,no,si,2022-10-04,2023-12-27
5406.00.20,54,,no,si,2022-10-04,2023-12-27
5407.10.11,54,,no,si,2022-10-04,2023-12-27
5407.10.19,54,,si,si,2022-08-25,2023-12-27
5407.10.21,54,,no,si,2022-10-04,2023-12-27
5407.10.29,54,,si,si,2022-08-25,2023-12-27
5407.20.00,54,,no,si,2022-10-04,2023-12-27
5407.30.00,54,,no,si,2022-10-04,2023-12-27
5407.41.00,54,,si,si,2022-08-25,2023-12-27
5407.42.00,54,,si,si,2022-08-25,2023-12-27
5407.43.00,54,,si,si,2022-08-25,2023-12-27
5407.44.00,54,,si,si,2022-08-25,2023-12-27
5407.51.00,54,,si,si,2022-08-25,2023-12-27
5407.52.10,54,,si,si,2022-08-25,2023-12-27
5407.52.20,54,,no,si,2022-10-04,2023-12-27
5407.53.00,54,,si,si,2022-08-25,2023-12-27
5407.54.00,54,,si,si,2022-08-25,2023-12-27
5407.61.00,54,,no,si,2022-10-04,2023-12-27
5407.69.00,54,,si,si,2022-08-25,2023-12-27
5407.71.00,54,,si,si,2022-08-25,2023-12-27
5407.72.00,54,,si,si,2022-08-25,2023-12-27
5407.73.00,54,,si,si,2022-08-25,2023-12-27
5407.74.00,54,,si,si,2022-08-25,2023-12-27
5407.81.00,54,,si,si,2022-08-25,2023-12-27
5407.82.00,54,,si,si,2022-08-25,2023-12-27
5407.83.00,54,,si,si,2022-08-25,2023-12-27
5407.84.00,54,,si,si,2022-08-25,2023-12-27
5407.91.00,54,,si,si,2022-08-25,2023-12-27
5407.92.00,54,,si,si,2022-08-25,2023-12-27
5407.93.00,54,,si,si,2022-08-25,2023-12-27
5407.94.00,54,,si,si,2022-08-25,2023-12-27
5408.10.00,54,,no,si,2022-10-04,2023-12-27
5408.21.00,54,,no,si,2022-10-04,2023-12-27
5408.22.00,54,,no,si,2022-10-04,2023-12-27
5408.23.00,54,,no,si,2022-10-04,2023-12-27
5408.24.00,54,,no,si,2022-10-04,2023-12-27
5408.31.00,54,,no,si,2022-10-04,2023-12-27
5408.32.00,54,,no,si,2022-10-04,2023-12-27
5408.33.00,54,,no,si,2022-10-04,2023-12-27
5408.34.00,54,,no,si,2022-10-04,2023-12-27
5501.10.00,55,,no,si,2022-10-04,2023-12-27
5501.20.00,55,,no,si,2022-10-04,2023-12-27
5501.30.00,55,,no,si,2022-10-04,2023-12-27
5501.40.00,55,,no,si,2022-10-04,2023-12-27
5501.90.00,55,,no,si,2022-10-04,2023-12-27
5502.10.00,55,,no,si,2022-10-04,2023-12-27
5502.90.10,55,,no,si,2022-10-04,2023-12-27
5502.90.90,55,,no,si,2022-10-04,2023-12-27
5503.11.00,55,,no,si,2022-10-04,2023-12-27
5503.19.10,55,,no,si,2022-10-04,2023-12-27
5503.19.90,55,,no,si,2022-10-04,2023-12-27
5503.20.10,55,,no,si,2022-10-04,2023-12-27
5503.20.90,55,,no,si,2022-10-04,2023-12-27
5503.30.00,55,,no,si,2022-10-04,2023-12-27
5503.40.00,55,,no,si,2022-10-04,2023-12-27
5503.90.10,55,,no,si,2022-10-04,2023-12-27
5503.90.20,55,,no,si,2022-10-04,2023-12-27
5503.90.90,55,,no,si,2022-10-04,2023-12-27
5504.10.00,55,,no,si,2022-10-04,2023-12-27
5504.90.10,55,,no,si,2022-10-04,2023-12-27
5504.90.90,55,,no,si,2022-10-04,2023-12-27
5505.10.00,55,,no,si,2022-10-04,2023-12-27
5505.20.00,55,,no,si,2022-10-04,2023-12-27
5506.10.00,55,,no,si,2022-10-04,2023-12-27
5506.20.00,55,,no,si,2022-10-04,2023-12-27
5506.30.00,55,,no,si,2022-10-04,2023-12-27
5506.40.00,55,,no,si,2022-10-04,2023-12-27
5506.90.00,55,,no,si,2022-10-04,2023-12-27
5507.00.00,55,,no,si,2022-10-04,2023-12-27
5508.10.00,55,,no,si,2022-10-04,2023-12-27
5508.20.00,55,,no,si,2022-10-04,2023-12-27
5509.11.00,55,,no,si,2022-10-04,2023-12-27
5509.12.10,55,,no,si,2022-10-04,2023-12-27
5509.12.90,55,,no,si,2022-10-04,2023-12-27
5509.21.00,55,,no,si,2022-10-04,2023-12-27
5509.22.00,55,,no,si,2022-10-04,2023-12-27
5509.31.00,55,,si,si,2022-08-25,2023-12-27
5509.32.00,55,,si,si,2022-08-25,2023-12-27
5509.41.00,55,,no,si,2022-10-04,2023-12-27
5509.42.00,55,,no,si,2022-10-04,2023-12-27
5509.51.00,55,,no,si,2022-10-04,2023-12-27
5509.52.00,55,,no,si,2022-10-04,2023-12-27
5509.53.00,55,,no,si,2022-10-04,2023-12-27
5509.59.00,55,,no,si,2022-10-04,2023-12-27
5509.61.00,55,,no,si,2022-10-04,2023-12-27
5509.62.00,55,,no,si,2022-10-04,2023-12-27
5509.69.00,55,,no,si,2022-10-04,2023-12-27
5509.91.00,55,,no,si,2022-10-04,2023-12-27
5509.92.00,55,,no,si,2022-10-04,2023-12-27
5509.99.00,55,,no,si,2022-10-04,2023-12-27
5510.11.11,55,,no,si,2022-10-04,2023-12-27
5510.11.12,55,,no,si,2022-10-04,2023-12-27
5510.11.13,55,,no,si,2022-10-04,2023-12-27
5510.11.19,55,,no,si,2022-10-04,2023-12-27
5510.11.90,55,,no,si,2022-10-04,2023-12-27
5510.12.11,55,,no,si,2022-10-04,2023-12-27
5510.12.12,55,,no,si,2022-10-04,2023-12-27
5510.12.13,55,,no,si,2022-10-04,2023-12-27
5510.12.19,55,,no,si,2022-10-04,2023-12-27
5510.12.90,55,,no,si,2022-10-04,2023-12-27
5510.20.11,55,,no,si,2022-10-04,2023-12-27
5510.20.12,55,,no,si,2022-10-04,2023-12-27
5510.20.13,55,,no,si,2022-10-04,2023-12-27
5510.20.19,55,,no,si,2022-10-04,2023-12-27
5510.20.90,55,,no,si,2022-10-04,2023-12-27
5510.30.11,55,,no,si,2022-10-04,2023-12-27
5510.30.12,55,,no,si,2022-10-04,2023-12-27
5510.30.13,55,,no,si,2022-10-04,2023-12-27
5510.30.19,55,,no,si,2022-10-04,2023-12-27
5510.30.90,55,,no,si,2022-10-04,2023-12-27
5510.90.11,55,,no,si,2022-10-04,2023-12-27
5510.90.12,55,,no,si,2022-10-04,2023-12-27
5510.90.13,55,,no,si,2022-10-04,2023-12-27
5510.90.19,55,,no,si,2022-10-04,2023-12-27
5510.90.90,55,,no,si,2022-10-04,2023-12-27
5511.10.00,55,,si,si,2022-08-25,2023-12-27
5511.20.00,55,,si,si,2022-08-25,2023-12-27
5511.30.00,55,,no,si,2022-10-04,2023-12-27
5512.11.00,55,,si,si,2022-08-25,2023-12-27
5512.19.00,55,,si,si,2022-08-25,2023-12-27
5512.21.00,55,,si,si,2022-08-25,2023-12-27
5512.29.00,55,,si,si,2022-08-25,2023-12-27
5512.91.10,55,,no,si,2022-10-04,2023-12-27
5512.91.90,55,,si,si,2022-08-25,2023-12-27
5512.99.10,55,,no,si,2022-10-04,2023-12-27
5512.99.90,55,,si,si,2022-08-25,2023-12-27
5513.11.00,55,,si,si,2022-08-25,2023-12-27
5513.12.00,55,,si,si,2022-08-25,2023-12-27
5513.13.00,55,,si,si,2022-08-25,2023-12-27
5513.19.00,55,,si,si,2022-08-25,2023-12-27
5513.21.00,55,,si,si,2022-08-25,2023-12-27
5513.23.10,55,,si,si,2022-08-25,2023-12-27
5513.23.90,55,,si,si,2022-08-25,2023-12-27
5513.29.00,55,,si,si,2022-08-25,2023-12-27
5513.31.00,55,,si,si,2022-08-25,2023-12-27
5513.39.11,55,,si,si,2022-08-25,2023-12-27
5513.39.19,55,,si,si,2022-08-25,2023-12-27
5513.39.90,55,,si,si,2022-08-25,2023-12-27
5513.41.00,55,,si,si,2022-08-25,2023-12-27
5513.49.11,55,,si,si,2022-08-25,2023-12-27
5513.49.19,55,,si,si,2022-08-25,2023-12-27
5513.49.90,55,,si,si,2022-08-25,2023-12-27
5514.11.00,55,,si,si,2022-08-25,2023-12-27
5514.12.00,55,,si,si,2022-08-25,2023-12-27
5514.19.10,55,,si,si,2022-08-25,2023-12-27
5514.19.90,55,,si,si,2022-08-25,2023-12-27
5514.21.00,55,,si,si,2022-08-25,2023-12-27
5514.22.00,55,,si,si,2022-08-25,2023-12-27
5514.23.00,55,,si,si,2022-08-25,2023-12-27
5514.29.00,55,,si,si,2022-08-25,2023-12-27
5514.30.11,55,,si,si,2022-08-25,2023-12-27
5514.30.12,55,,si,si,2022-08-25,2023-12-27
5514.30.19,55,,si,si,2022-08-25,2023-12-27
5514.30.90,55,,si,si,2022-08-25,2023-12-27
5514.41.00,55,,si,si,2022-08-25,2023-12-27
5514.42.00,55,,si,si,2022-08-25,2023-12-27
5514.43.00,55,,si,si,2022-08-25,2023-12-27
5514.49.00,55,,si,si,2022-08-25,2023-12-27
5515.11.00,55,,si,si,2022-08-25,2023-12-27
5515.12.00,55,,si,si,2022-08-25,2023-12-27
5515.13.00,55,,si,si,2022-08-25,2023-12-27
5515.19.00,55,,si,si,2022-08-25,2023-12-27
5515.21.00,55,,si,si,2022-08-25,2023-12-27
5515.22.00,55,,si,si,2022-08-25,2023-12-27
5515.29.00,55,,si,si,2022-08-25,2023-12-27
5515.91.00,55,,si,si,2022-08-25,2023-12-27
5515.99.10,55,,si,si,2022-08-25,2023-12-27
5515.99.90,55,,si,si,2022-08-25,2023-12-27
5516.11.00,55,,no,si,2022-10-04,2023-12-27
5516.12.00,55,,si,si,2022-08-25,2023-12-27
5516.13.00,55,,si,si,2022-08-25,2023-12-27
5516.14.00,55,,si,si,2022-08-25,2023-12-27
5516.21.00,55,,si,si,2022-08-25,2023-12-27
5516.22.00,55,,si,si,2022-08-25,2023-12-27
5516.23.00,55,,si,si,2022-08-25,2023-12-27
5516.24.00,55,,si,si,2022-08-25,2023-12-27
5516.31.00,55,,no,si,2022-10-04,2023-12-27
5516.32.00,55,,si,si,2022-08-25,2023-12-27
5516.33.00,55,,si,si,2022-08-25,2023-12-27
5516.34.00,55,,si,si,2022-08-25,2023-12-27
5516.41.00,55,,si,si,2022-08-25,2023-12-27
5516.42.00,55,,si,si,2022-08-25,2023-12-27
5516.43.00,55,,si,si,2022-08-25,2023-12-27
5516.44.00,55,,si,si,2022-08-25,2023-12-27
5516.91.00,55,,si,si,2022-08-25,2023-12-27
5516.92.00,55,,si,si,2022-08-25,2023-12-27
5516.93.00,55,,si,si,2022-08-25,2023-12-27
5516.94.00,55,,si,si,2022-08-25,2023-12-27
5601.21.10,56,,no,si,2022-10-04,2023-12-27
5601.21.90,56,,si,si,2022-08-25,2023-12-27
5601.22.11,56,,no,si,2022-10-04,2023-12-27
5601.22.19,56,,no,si,2022-10-04,2023-12-27
5601.22.91,56,,no,si,2022-10-04,2023-12-27
5601.22.99,56,,no,si,2022-10-04,2023-12-27
5601.29.00,56,,no,si,2022-10-04,2023-12-27
5601.30.10,56,,no,si,2022-10-04,2023-12-27
5601.30.90,56,,no,si,2022-10-04,2023-12-27
5602.10.00,56,,si,si,2022-08-25,2023-12-27
5602.21.00,56,,si,si,2022-08-25,2023-12-27
5602.29.00,56,,si,si,2022-08-25,2023-12-27
5602.90.00,56,,no,si,2022-10-04,2023-12-27
5603.11.10,56,,no,si,2022-10-04,2023-12-27
5603.11.20,56,,no,si,2022-10-04,2023-12-27
5603.11.30,56,,no,si,2022-10-04,2023-12-27
5603.11.40,56,,no,si,2022-10-04,2023-12-27
5603.11.90,56,,no,si,2022-10-04,2023-12-27
5603.12.10,56,,si,si,2022-08-25,2023-12-27
5603.12.20,56,,no,si,2022-10-04,2023-12-27
5603.12.30,56,,no,si,2022-10-04,2023-12-27
5603.12.40,56,,no,si,2022-10-04,2023-12-27
5603.12.50,56,,no,si,2022-10-04,2023-12-27
5603.12.90,56,,si,si,2022-08-25,2023-12-27
5603.13.10,56,,no,si,2022-10-04,2023-12-27
5603.13.20,56,,no,si,2022-10-04,2023-12-27
5603.13.30,56,,no,si,2022-10-04,2023-12-27
5603.13.40,56,,no,si,2022-10-04,2023-12-27
5603.13.50,56,,no,si,2022-10-04,2023-12-27
5603.13.90,56,,no,si,2022-10-04,2023-12-27
5603.14.10,56,,no,si,2022-10-04,2023-12-27
5603.14.20,56,,no,si,2022-10-04,2023-12-27
5603.14.30,56,,no,si,2022-10-04,2023-12-27
5603.14.40,56,,no,si,2022-10-04,2023-12-27
5603.14.90,56,,no,si,2022-10-04,2023-12-27
5603.91.10,56,,si,si,2022-08-25,2023-12-27
5603.91.20,56,,si,si,2022-08-25,2023-12-27
5603.91.30,56,,si,si,2022-08-25,2023-12-27
5603.91.90,56,,si,si,2022-08-25,2023-12-27
5603.92.10,56,,si,si,2022-08-25,2023-12-27
5603.92.20,56,,si,si,2022-08-25,2023-12-27
5603.92.30,56,,si,si,2022-08-25,2023-12-27
5603.92.40,56,,si,si,2022-08-25,2023-12-27
5603.92.90,56,,si,si,2022-08-25,2023-12-27
5603.93.10,56,,si,si,2022-08-25,2023-12-27
5603.93.20,56,,si,si,2022-08-25,2023-12-27
5603.93.30,56,,no,si,2022-10-04,2023-12-27
5603.93.40,56,,no,si,2022-10-04,2023-12-27
5603.93.90,56,,no,si,2022-10-04,2023-12-27
5603.94.10,56,,no,si,2022-10-04,2023-12-27
5603.94.20,56,,no,si,2022-10-04,2023-12-27
5603.94.30,56,,no,si,2022-10-04,2023-12-27
5603.94.90,56,,no,si,2022-10-04,2023-12-27
5604.10.00,56,,si,si,2022-08-25,2023-12-27
5604.90.10,56,,no,si,2022-10-04,2023-12-27
5604.90.21,56,,no,si,2022-10-04,2023-12-27
5604.90.22,56,,no,si,2022-10-04,2023-12-27
5604.90.90,56,,no,si,2022-10-04,2023-12-27
5605.00.10,56,,no,si,2022-10-04,2023-12-27
5605.00.20,56,,no,si,2022-10-04,2023-12-27
5605.00.90,56,,no,si,2022-10-04,2023-12-27
5606.00.00,56,,si,si,2022-08-25,2023-12-27
5607.21.00,56,,no,si,2022-10-04,2023-12-27
5607.29.00,56,,si,si,2022-08-25,2023-12-27
5607.41.00,56,,si,si,2022-08-25,2023-12-27
5607.49.00,56,,si,si,2022-08-25,2023-12-27
5607.50.14,56,,no,si,2022-10-04,2023-12-27
5607.50.19,56,,no,si,2022-10-04,2023-12-27
5607.50.90,56,,si,si,2022-08-25,2023-12-27
5607.90.10,56,,no,si,2022-10-04,2023-12-27
5607.90.20,56,,no,si,2022-10-04,2023-12-27
5607.90.90,56,,no,si,2022-10-04,2023-12-27
5608.11.00,56,,si,si,2022-08-25,2023-12-27
5608.19.00,56,,si,si,2022-08-25,2023-12-27
5608.90.00,56,,si,si,2022-08-25,2023-12-27
5609.00.10,56,,no,si,2022-10-04,2023-12-27
5609.00.90,56,,no,si,2022-10-04,2023-12-27
5701.10.11,57,,si,si,2022-08-25,2023-12-27
5701.10.12,57,,si,si,2022-08-25,2023-12-27
5701.10.20,57,,si,si,2022-08-25,2023-12-27
